2026-02-01 00:01:32 | WARN | auth | Circuit breaker half-open dependency=stripe (env=prod, region=us-east-1, ip=161.26.182.4, request_id=lflqjl3txckugnp7, trace_id=6xlsh3wl7aheqnnsebn10d8a, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 13:36:56 | WARN | auth | Rate limit nearing threshold remaining=39 (env=prod, region=me-south-1, ip=55.100.30.68, request_id=igtd86smj229n2hd, trace_id=0pxnp3vj8ns6tfg40xbkaao6, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 13:38:20 | WARN | auth | High memory usage warning mem=60% (env=prod, region=me-south-1, ip=70.186.214.87, request_id=u12ey8kis4kosq9g, trace_id=g1sc7lse9n5y0vp7tydvuaez, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 13:40:10 | WARN | auth | Queue backlog growing size=4865 (env=prod, region=me-south-1, ip=243.154.27.252, request_id=4ykqm67yfyc40r3r, trace_id=qc4y9n8e21xni1b6ovxe1oli, ua="PostmanRuntime/7.36.0")
2026-02-01 13:40:24 | WARN | auth | High memory usage warning mem=74% (env=dev, region=us-east-1, ip=79.39.55.32, request_id=37ycywxctpufn0c3, trace_id=vxfj0ihhym6j0i429oxhoj1c, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 13:40:55 | WARN | auth | Slow response detected (681ms) endpoint=/search?q=book (env=prod, region=ap-southeast-1, ip=58.219.77.190, request_id=i1lehoiosuz8ae0n, trace_id=zcv24rwx699dt56zq8uls4yt, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 13:42:04 | WARN | auth | Rate limit nearing threshold remaining=14 (env=staging, region=us-east-1, ip=209.144.144.43, request_id=uxhkp67mzvi3x5z2, trace_id=zuywkhjq92e58ksrwpyhgi5i, ua="PostmanRuntime/7.36.0")
2026-02-01 13:42:57 | WARN | auth | Slow response detected (2290ms) endpoint=/notifications/push (env=prod, region=eu-west-1, ip=69.75.73.3, request_id=klf92lyih5p7ld5x, trace_id=x2vaeqa7v37kvjgaw0x4jyuz, ua="PostmanRuntime/7.36.0")
2026-02-01 13:46:32 | WARN | auth | Circuit breaker half-open dependency=s3 (env=staging, region=us-east-1, ip=182.219.160.55, request_id=tutsxke4cuoamc3b, trace_id=43865uqlvxam69b6ats7yenz, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 13:47:00 | WARN | auth | High memory usage warning mem=65% (env=prod, region=ap-southeast-1, ip=89.28.180.102, request_id=xm7py22bib7x7nqv, trace_id=tctxqxv8moz7596gp3o2mc9p, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 13:48:40 | WARN | auth | Elevated error rate observed window_s=30 rate=10.1% (env=dev, region=us-east-1, ip=109.90.192.51, request_id=xvh2rwu7dvfn7mgy, trace_id=obsrw2g8snmrrn8mn8f79rq4, ua="curl/8.4.0")
2026-02-01 13:48:49 | WARN | auth | Circuit breaker half-open dependency=kms (env=prod, region=ap-southeast-1, ip=218.75.184.97, request_id=nhp5qf9qbwmutnb5, trace_id=o53t60dt5r2zvdi79epwbt4m, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 13:48:54 | WARN | auth | Circuit breaker half-open dependency=kms (env=prod, region=ap-southeast-1, ip=177.68.5.111, request_id=j5d5pqqykzkz286k, trace_id=corvvv1x64cox99qow3bwypr, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 13:49:20 | WARN | auth | High memory usage warning mem=69% (env=prod, region=me-south-1, ip=75.162.89.43, request_id=lm31tp4jq68jihd5, trace_id=k1z0q9cx8j0mjc6kx4qj92no, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 13:49:54 | WARN | auth | High memory usage warning mem=93% (env=staging, region=eu-west-1, ip=165.159.153.169, request_id=ps3x9672md77hlto, trace_id=lbiezjohmb5x5qekpodvb32u, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 13:51:29 | WARN | auth | Circuit breaker half-open dependency=s3 (env=prod, region=eu-west-1, ip=32.167.223.220, request_id=ezp471mp3fztnvrw, trace_id=y35jlk58hnf7098x7z9xh1kq, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 13:53:51 | WARN | auth | Circuit breaker half-open dependency=kms (env=staging, region=eu-west-1, ip=222.170.79.13, request_id=yyls6uk4m04qtnqy, trace_id=o9zx547uwap55mlyr38ajvex, ua="PostmanRuntime/7.36.0")
2026-02-01 13:54:24 | WARN | auth | Temporary network jitter detected rtt_ms=465 (env=prod, region=eu-west-1, ip=15.192.184.100, request_id=sypcq9m6qeh4yewj, trace_id=sxmn77jz1081vj1vey1nnjnh, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 13:55:24 | WARN | auth | Queue backlog growing size=1603 (env=prod, region=us-east-1, ip=58.248.130.40, request_id=gbvuq3qsl45z737o, trace_id=v8uq3k68dj0l2f3ns5rvewi4, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 13:57:05 | WARN | auth | Circuit breaker half-open dependency=stripe (env=prod, region=me-south-1, ip=23.85.39.204, request_id=vsmcz36v3vw9wwr3, trace_id=odl8d1eyzow2afub7k73ep54, ua="curl/8.4.0")
2026-02-01 13:57:39 | WARN | auth | Queue backlog growing size=5228 (env=prod, region=us-east-1, ip=55.16.91.130, request_id=ik0an43ka19unx3q, trace_id=848pk15bsx22o0tpmdkz63ib, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 13:59:42 | WARN | auth | High memory usage warning mem=83% (env=prod, region=eu-west-1, ip=154.6.88.11, request_id=sxj3c103uz61osg5, trace_id=tuvwe4e5mnfykkb3tbwlbc5x, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 14:00:41 | WARN | auth | High memory usage warning mem=79% (env=prod, region=ap-southeast-1, ip=26.219.246.68, request_id=uhkw5on8ozf5y7py, trace_id=fktl4hwcwijilmxcnf3kr3pf, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 14:02:53 | WARN | auth | Slow response detected (1525ms) endpoint=/logout (env=staging, region=eu-west-1, ip=34.58.213.126, request_id=jqpfztjinbhelwda, trace_id=fho5tff33wz20y253cc7vw83, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 14:03:33 | WARN | auth | Elevated error rate observed window_s=120 rate=12.1% (env=prod, region=me-south-1, ip=184.126.147.96, request_id=ulctuvtzz1g63h30, trace_id=pxyc7wxunz8fwg0srjt8j3zq, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 14:05:05 | WARN | auth | Queue backlog growing size=5289 (env=prod, region=eu-west-1, ip=11.80.104.185, request_id=9ykelb1id245852n, trace_id=sklo5c1mmt5ux4xmxxagco74, ua="curl/8.4.0")
2026-02-01 14:05:07 | WARN | auth | Circuit breaker half-open dependency=orders-api (env=dev, region=eu-west-1, ip=200.32.57.225, request_id=j0xthrfj0apok3jj, trace_id=55im2p31ih2sz1pk1zemhhal, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 14:05:33 | WARN | auth | Retrying request to upstream service attempt=5 (env=prod, region=ap-southeast-1, ip=108.160.67.182, request_id=vxiadxs9lte6clwf, trace_id=6d1m65lh8omkhbykb7cc9q38, ua="PostmanRuntime/7.36.0")
2026-02-01 14:05:45 | WARN | auth | Elevated error rate observed window_s=120 rate=8.4% (env=staging, region=me-south-1, ip=60.52.45.35, request_id=i1xe01fhg0u4jz3r, trace_id=99k2w5b5n5pr2wuyl6mudas2, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 14:05:47 | WARN | auth | Payment provider latency high (1682ms) (env=prod, region=eu-west-1, ip=240.232.34.179, request_id=nwf5vohw3h4ktyyc, trace_id=qe7h5y5bltwqe2t8w1tnc51v, ua="curl/8.4.0")
2026-02-01 14:06:38 | WARN | auth | High memory usage warning mem=76% (env=prod, region=eu-west-1, ip=102.139.91.22, request_id=a5y4tononyllxjjf, trace_id=lhm9nkl5a7pcudwadl424pfq, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 14:06:41 | WARN | auth | Slow response detected (1766ms) endpoint=/orders/4466 (env=prod, region=eu-west-1, ip=243.169.175.159, request_id=oq5hvmjtcbu9ut2g, trace_id=m6cniif0i5u4cdtjhoyx5z5a, ua="curl/8.4.0")
2026-02-01 14:08:12 | WARN | auth | Queue backlog growing size=3903 (env=prod, region=me-south-1, ip=129.176.60.134, request_id=hlynpt332j89ahev, trace_id=rk2u1livjkdj1pmgdk9co6e1, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 14:09:06 | WARN | auth | Payment provider latency high (3367ms) (env=prod, region=me-south-1, ip=182.77.164.109, request_id=84vvqp28lc48l4jk, trace_id=clx8xgpu6pgiqdf24cbhlivo, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 14:11:57 | WARN | auth | Disk usage above 80% disk=85% (env=dev, region=us-east-1, ip=81.74.96.233, request_id=ji2pics5repl6y4t, trace_id=wa99qrgeaiv7b3c9qdkf4bgx, ua="curl/8.4.0")
2026-02-01 14:12:55 | WARN | auth | Temporary network jitter detected rtt_ms=874 (env=dev, region=ap-southeast-1, ip=170.37.146.185, request_id=v4orvc3er94l6c5f, trace_id=qpwlfomptdgttdxspaf6zpwj, ua="curl/8.4.0")
2026-02-01 14:16:23 | WARN | auth | Payment provider latency high (3162ms) (env=prod, region=us-east-1, ip=112.156.218.76, request_id=cd5c7ucb8m47atd2, trace_id=qvifn9czzx2oznxwur4fiaoe, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 14:16:42 | WARN | auth | Rate limit nearing threshold remaining=26 (env=staging, region=us-east-1, ip=179.23.249.207, request_id=01hwm88y6y0mun6p, trace_id=9b2qtdplgxw1terp763jjcsq, ua="curl/8.4.0")
2026-02-01 14:17:29 | WARN | auth | High memory usage warning mem=80% (env=prod, region=ap-southeast-1, ip=157.205.228.158, request_id=d3su6z8mhlixy4if, trace_id=55o8amtvrzp9la2qh5mb0z5w, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 14:19:59 | WARN | auth | Retrying request to upstream service attempt=1 (env=prod, region=us-east-1, ip=190.49.155.14, request_id=jet29kngo6opup43, trace_id=af3xn7m58lp4n5vql23tvf79, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 14:20:04 | WARN | auth | Circuit breaker half-open dependency=kms (env=prod, region=us-east-1, ip=202.40.52.147, request_id=zfbzk8k0u6imp4lf, trace_id=4gh3uk9gkzivpyby2qa9qr33, ua="PostmanRuntime/7.36.0")
2026-02-01 14:21:17 | WARN | auth | Temporary network jitter detected rtt_ms=255 (env=prod, region=us-east-1, ip=155.37.35.147, request_id=ngvpr8qaju59cuzk, trace_id=iy55f30eixk5yzsi1ltjwbf6, ua="curl/8.4.0")
2026-02-01 14:21:33 | WARN | auth | High memory usage warning mem=76% (env=prod, region=ap-southeast-1, ip=234.2.110.116, request_id=ilmr07pruzpj5nwl, trace_id=u051fekycdzi1gddf5b2yjxd, ua="curl/8.4.0")
2026-02-01 14:21:34 | WARN | auth | Queue backlog growing size=5069 (env=prod, region=me-south-1, ip=252.207.49.132, request_id=euhag8k87oefc04f, trace_id=573g1mgapqktedb1mn2lv4yt, ua="PostmanRuntime/7.36.0")
2026-02-01 14:27:05 | WARN | auth | Queue backlog growing size=697 (env=prod, region=me-south-1, ip=179.136.93.48, request_id=pn7co5jr9lcn9k0r, trace_id=odbms968z7jigvjy20aehwve, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 14:27:51 | WARN | auth | Disk usage above 80% disk=81% (env=prod, region=ap-southeast-1, ip=159.112.211.47, request_id=k5c98ho01nmp93i7, trace_id=80ct193qxjz9zjfmhqxn0hbs, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 14:29:14 | WARN | auth | Retrying request to upstream service attempt=5 (env=prod, region=ap-southeast-1, ip=239.190.148.154, request_id=f9tw9k05ehau4b57, trace_id=0ljg4iwr9b3xd2yrd2nkuwbh, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 14:29:52 | WARN | auth | Rate limit nearing threshold remaining=35 (env=dev, region=eu-west-1, ip=8.126.27.248, request_id=xx17fyrwmw84larc, trace_id=wyhacwtv5ag4orjqsip5vga4, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 14:34:03 | WARN | auth | Temporary network jitter detected rtt_ms=719 (env=prod, region=me-south-1, ip=145.69.124.138, request_id=mntc9e3qwtr9las2, trace_id=dnic9yynr6bjjojtuac0qudh, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 14:36:40 | WARN | auth | Slow response detected (1664ms) endpoint=/payments/charge (env=prod, region=me-south-1, ip=105.89.56.44, request_id=nlfcjomrc41ofrwl, trace_id=ihtm7fy19jlhxins3bxfs99c, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 14:40:17 | WARN | auth | Queue backlog growing size=9808 (env=prod, region=ap-southeast-1, ip=210.43.70.42, request_id=qckp4dvi9eg2e7gz, trace_id=vm8y9t10ughdswlsyzlcwsws, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 14:42:37 | WARN | auth | Temporary network jitter detected rtt_ms=539 (env=prod, region=eu-west-1, ip=53.34.200.121, request_id=bd02ly1hof309rdw, trace_id=b874nvl4es0hvd4o8hnk3nu2, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 14:43:13 | WARN | auth | Retrying request to upstream service attempt=1 (env=prod, region=us-east-1, ip=25.159.72.226, request_id=9ghym4074zwz0no3, trace_id=dudr0k5i2unfyeyjbclmss82, ua="curl/8.4.0")
2026-02-01 14:43:29 | WARN | auth | Disk usage above 80% disk=89% (env=prod, region=us-east-1, ip=58.46.132.169, request_id=o146xok6bx7inkgv, trace_id=pylbud1mwbg0h8x88rgmplln, ua="curl/8.4.0")
2026-02-01 14:44:53 | WARN | auth | Retrying request to upstream service attempt=2 (env=prod, region=eu-west-1, ip=191.82.181.216, request_id=33r252lfs2slz2jq, trace_id=hoa7wv73pa79zajynva24iz1, ua="curl/8.4.0")
2026-02-01 14:46:07 | WARN | auth | Circuit breaker half-open dependency=redis (env=prod, region=us-east-1, ip=30.63.23.66, request_id=mdy3z46806jv8azv, trace_id=3e757jrxrcmre0cqou1gs8w7, ua="PostmanRuntime/7.36.0")
2026-02-01 14:46:52 | WARN | auth | Queue backlog growing size=8798 (env=prod, region=me-south-1, ip=17.42.60.86, request_id=k7e8v6edwjv1kfvy, trace_id=umu590okl3dpx7pe1gvv2ar1, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 14:48:22 | WARN | auth | High memory usage warning mem=70% (env=prod, region=eu-west-1, ip=172.55.98.173, request_id=vopheyh9dcp1m8ik, trace_id=pjyen4yawqwm2prqdtdtew1u, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 14:48:24 | WARN | auth | Temporary network jitter detected rtt_ms=383 (env=dev, region=eu-west-1, ip=71.128.247.24, request_id=6k9dnajzzcrzmyjt, trace_id=u7jr4j06bwgmauxfsl2dbtk7, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 14:49:28 | WARN | auth | Disk usage above 80% disk=89% (env=prod, region=us-east-1, ip=156.232.138.220, request_id=q2ksr3rhzyl7rchf, trace_id=tc0gx7ts98rbxflhqdrz14q8, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 14:53:18 | WARN | auth | Temporary network jitter detected rtt_ms=123 (env=prod, region=ap-southeast-1, ip=204.92.186.33, request_id=ep5qufcxdqzk267k, trace_id=r9yuhdyqxxupee9skgqftq4d, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 14:54:40 | WARN | auth | Disk usage above 80% disk=91% (env=prod, region=me-south-1, ip=122.211.220.208, request_id=946hbfr9porjwy76, trace_id=2k9m5x01s92ramg3i9anzair, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 14:55:11 | WARN | auth | Circuit breaker half-open dependency=redis (env=prod, region=me-south-1, ip=51.67.51.40, request_id=lu95rj05we1qav8w, trace_id=sxdlybl0ivjcv4d0y2u39dqb, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 14:55:19 | WARN | auth | Payment provider latency high (2067ms) (env=dev, region=eu-west-1, ip=18.27.67.55, request_id=qouxwucllej4jrba, trace_id=rpbpbtfhyo1y3b88wfhu0816, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 14:59:10 | WARN | auth | Disk usage above 80% disk=97% (env=staging, region=us-east-1, ip=157.120.138.31, request_id=k6mxqpjme70b9pfx, trace_id=zkss3s2k6evo7z89aqttb7kz, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 14:59:36 | WARN | auth | Disk usage above 80% disk=85% (env=prod, region=ap-southeast-1, ip=34.172.224.157, request_id=btyv4rxizd311auj, trace_id=jk35v5w60441g3gamljt0lxn, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 15:01:29 | WARN | auth | Slow response detected (345ms) endpoint=/admin/config (env=prod, region=eu-west-1, ip=121.76.249.222, request_id=z6e6efqv56v01dof, trace_id=dfa1zeufj85j1f3u6se8b2cv, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 15:01:48 | WARN | auth | Disk usage above 80% disk=85% (env=dev, region=me-south-1, ip=34.109.157.90, request_id=mcpx0rg414194srf, trace_id=s99go05horwk5k7uumjrp909, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 15:02:26 | WARN | auth | Slow response detected (2192ms) endpoint=/health (env=staging, region=eu-west-1, ip=205.89.210.21, request_id=0mily6gco1m82a36, trace_id=9ulql1zjm18b6082pnvhgmux, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 15:02:35 | WARN | auth | Circuit breaker half-open dependency=postgres (env=dev, region=ap-southeast-1, ip=66.126.17.26, request_id=n805r32ofdo14p5z, trace_id=2yxfmzljin6k0z05uft7m0du, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 15:03:06 | WARN | auth | Rate limit nearing threshold remaining=47 (env=prod, region=ap-southeast-1, ip=217.117.26.68, request_id=eelv0l3whvfey7mz, trace_id=j1ehuacl5cwr4hng0gstthcb, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 15:04:09 | WARN | auth | Slow response detected (1977ms) endpoint=/payments/refund (env=prod, region=us-east-1, ip=109.190.213.163, request_id=vcrsuv99ejlzh8g5, trace_id=czc66ogl2xzhajgj0t0topsm, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 15:04:17 | WARN | auth | High memory usage warning mem=64% (env=prod, region=eu-west-1, ip=79.79.163.106, request_id=fav46mxeyfzq0k8a, trace_id=zawzw3w74ymd2f85nsmkbap5, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 15:06:28 | WARN | auth | Slow response detected (1358ms) endpoint=/analytics/event (env=prod, region=us-east-1, ip=24.182.248.98, request_id=n9jd81ncbagukkkd, trace_id=93jww6nwlgad9qrol3zu7czj, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 15:07:50 | WARN | auth | Temporary network jitter detected rtt_ms=785 (env=prod, region=eu-west-1, ip=84.170.150.154, request_id=pzaa7r3x8tzj0ppe, trace_id=hb5aka5lm8c11mmrkotutd4n, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 15:10:16 | WARN | auth | Elevated error rate observed window_s=300 rate=5.1% (env=prod, region=ap-southeast-1, ip=80.145.113.100, request_id=q81apzi6w3o2eomg, trace_id=0wlz3vd3hvhcoj1y54m3k0sd, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 15:10:45 | WARN | auth | High memory usage warning mem=85% (env=prod, region=me-south-1, ip=105.13.59.138, request_id=ttvruqkmgxvm79gp, trace_id=ggyuaslekxgv5sfz3uehc4gt, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 15:12:30 | WARN | auth | Circuit breaker half-open dependency=search-index (env=prod, region=eu-west-1, ip=169.31.164.250, request_id=3cv4q428lu2icq7y, trace_id=lzsvnnacv1l105xaaontqk1l, ua="curl/8.4.0")
2026-02-01 15:14:56 | WARN | auth | Disk usage above 80% disk=90% (env=staging, region=ap-southeast-1, ip=217.72.214.25, request_id=at6pplsdidkrcx3b, trace_id=y4pb5l14r50vd1nirbrm7ew8, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 15:15:01 | WARN | auth | Circuit breaker half-open dependency=email-smtp (env=prod, region=us-east-1, ip=188.188.179.71, request_id=k71pn4v5101xn41q, trace_id=qsxffou7uzdbkwhz4m706mzu, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 15:15:40 | WARN | auth | Circuit breaker half-open dependency=s3 (env=staging, region=us-east-1, ip=61.114.156.44, request_id=onu3o00pocwaiafx, trace_id=teoyk80wu9b8uj3oovqg7q8o, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 15:17:15 | WARN | auth | Slow response detected (1376ms) endpoint=/inventory/SKU28472 (env=prod, region=us-east-1, ip=5.48.87.122, request_id=w8pvsn6w0zep6uxd, trace_id=xts5p7b5a0cxvybr69md5xai, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 15:19:13 | WARN | auth | Rate limit nearing threshold remaining=21 (env=prod, region=ap-southeast-1, ip=71.27.1.112, request_id=7ad3thkoty47yq2d, trace_id=myjyquvwd4ndvlx31d0dqyls, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 15:20:56 | WARN | auth | Circuit breaker half-open dependency=postgres (env=prod, region=us-east-1, ip=9.93.144.238, request_id=iacjuy90rfwcj1pt, trace_id=9tzo2oyr2vmeketd3niyg84b, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 15:21:11 | WARN | auth | High memory usage warning mem=94% (env=dev, region=eu-west-1, ip=44.17.35.24, request_id=hor52y3zjmtlk4py, trace_id=cf2bjr9qyfequosa2odhctkg, ua="curl/8.4.0")
2026-02-01 15:22:42 | WARN | auth | Temporary network jitter detected rtt_ms=698 (env=prod, region=us-east-1, ip=206.151.165.207, request_id=t8wquwxhnhdrxns9, trace_id=q1jasgr3kaxdtha231w240us, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 15:23:12 | WARN | auth | Retrying request to upstream service attempt=1 (env=dev, region=eu-west-1, ip=118.221.18.128, request_id=6b8c1425498kk1j9, trace_id=c2use15wowm8vabjk6s1brtm, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 15:25:20 | WARN | auth | Temporary network jitter detected rtt_ms=599 (env=prod, region=us-east-1, ip=8.141.61.111, request_id=7gr1mx071jcot1z1, trace_id=osiitx81hfvxoa0i2wbjla7z, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 15:26:31 | WARN | auth | Queue backlog growing size=5401 (env=prod, region=eu-west-1, ip=186.60.189.174, request_id=y35u66n8wna1caxe, trace_id=4a8ghe2u23vhy9js6fdfc6mo, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 15:29:01 | WARN | auth | Rate limit nearing threshold remaining=5 (env=prod, region=us-east-1, ip=216.243.51.177, request_id=xc4nl3kuc08zsd4b, trace_id=60nz7szbfikvy7m0735xnzqd, ua="PostmanRuntime/7.36.0")
2026-02-01 15:30:22 | WARN | auth | Queue backlog growing size=7584 (env=staging, region=us-east-1, ip=9.154.10.73, request_id=208lr84tuchd441s, trace_id=j6qpf32ayxmk2nmeeq4kfb9k, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 15:32:12 | WARN | auth | Queue backlog growing size=5358 (env=prod, region=me-south-1, ip=137.18.78.104, request_id=axlhu6km0lrsdryd, trace_id=pawpr4boyueso22e7wdquzzn, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 15:32:20 | WARN | auth | Queue backlog growing size=8685 (env=prod, region=me-south-1, ip=133.26.106.27, request_id=3k65y1cdful1zb27, trace_id=m3iq9b5ybg4mbkr3asttyyxi, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 15:33:53 | WARN | auth | Queue backlog growing size=2332 (env=staging, region=ap-southeast-1, ip=22.75.72.143, request_id=jit53vy327nykw75, trace_id=qnir1vyrjbph1747ma8fbur8, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 15:37:37 | WARN | auth | Queue backlog growing size=5818 (env=prod, region=us-east-1, ip=210.36.56.161, request_id=knw0y4bobtcasxz4, trace_id=5716cujiy1lh9ivxt4d0xf6d, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 15:40:16 | WARN | auth | Retrying request to upstream service attempt=3 (env=prod, region=ap-southeast-1, ip=74.130.45.27, request_id=wjog3hjn57hxdcck, trace_id=0xd4jcw83xex9vg2a2vlhjj3, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 15:43:27 | WARN | auth | Temporary network jitter detected rtt_ms=806 (env=prod, region=eu-west-1, ip=207.42.114.226, request_id=xoc3yphg3k4xro87, trace_id=mtran7phk5k230dsmn9gkyqe, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 15:43:35 | WARN | auth | Temporary network jitter detected rtt_ms=611 (env=prod, region=eu-west-1, ip=165.70.40.159, request_id=butfnsvj34zol6kj, trace_id=93f5ghumoi1wvgsynsi32ndf, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 15:46:21 | WARN | auth | Disk usage above 80% disk=91% (env=staging, region=me-south-1, ip=124.13.236.66, request_id=2rkrvkero2qlhyvw, trace_id=oslu3978tagbij7zr1dfcs24, ua="curl/8.4.0")
2026-02-01 15:49:31 | WARN | auth | Queue backlog growing size=5455 (env=prod, region=eu-west-1, ip=143.120.46.173, request_id=mine87m7kwzb8pgj, trace_id=ro1e6gaq6prz7pxw30d339hf, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 15:50:14 | WARN | auth | Slow response detected (1457ms) endpoint=/admin/config (env=dev, region=me-south-1, ip=7.62.16.166, request_id=mg0p6h2txsvddxjy, trace_id=zcxj4gvwbsv60lgnpygg4f7s, ua="PostmanRuntime/7.36.0")
